65,0,0,0,0,13,0,26,39,39,0,0,0,0,0,26,0,0,10,4,10,0,0,1,17,2,4,0,0,2,5,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,18,0,0,1,25,2,8,0,0,2,14,8,0
